genome_id	antibiotic	phenotype	method	measurement	unit
573.14324	ceftazidime	R	Broth dilution	16	mg/L
573.13749	ceftazidime	R	Broth dilution	>16	mg/L
573.13599	ceftazidime	R	Broth dilution	>16	mg/L
573.66490	ceftazidime	R	MIC	>=64	mg/L
573.14397	ceftazidime	R	Broth dilution	16	mg/L
573.23209	ceftazidime	R	Disk diffusion		
573.13786	ceftazidime	R	Broth dilution	>16	mg/L
573.14399	ceftazidime	R	Broth dilution	>16	mg/L
573.14529	ceftazidime	R	Broth dilution	16	mg/L
573.34246	ceftazidime	S	Broth dilution		
573.31066	ceftazidime	R	Disk diffusion		
573.14487	ceftazidime	R	Broth dilution	>16	mg/L
573.15720	ceftazidime	R	Disk diffusion		
573.14153	ceftazidime	R	Broth dilution	>16	mg/L
573.15603	ceftazidime	R	Broth dilution		
573.66230	ceftazidime	R	MIC	>=64	mg/L
573.14313	ceftazidime	R	Broth dilution	>16	mg/L
573.14439	ceftazidime	R	Broth dilution	>16	mg/L
573.14488	ceftazidime	R	Broth dilution	>16	mg/L
573.13954	ceftazidime	R	Broth dilution	>16	mg/L
573.14069	ceftazidime	R	Broth dilution	>16	mg/L
573.14082	ceftazidime	R	Broth dilution	16	mg/L
573.13496	ceftazidime	R	Broth dilution	>16	mg/L
573.66501	ceftazidime	R	MIC	32	mg/L
573.14127	ceftazidime	R	Broth dilution	>16	mg/L
573.46071	ceftazidime	R	Broth dilution		
573.20063	ceftazidime	R	Broth dilution	>128	mg/L
573.5700	ceftazidime	R	Broth dilution	>=64	mg/L
573.13562	ceftazidime	R	Broth dilution	>16	mg/L
573.14348	ceftazidime	R	Broth dilution	>16	mg/L
573.15621	ceftazidime	S	Broth dilution		
573.13928	ceftazidime	R	Broth dilution	16	mg/L
573.66519	ceftazidime	R	MIC	>=64	mg/L
573.66529	ceftazidime	R	MIC	>=64	mg/L
573.26145	ceftazidime	S	Broth dilution		
573.14478	ceftazidime	R	Broth dilution	>16	mg/L
573.14303	ceftazidime	R	Broth dilution	>16	mg/L
573.14173	ceftazidime	R	Broth dilution	>16	mg/L
573.24425	ceftazidime	R	Broth dilution	128	mg/L
573.26119	ceftazidime	S	Broth dilution		
573.33392	ceftazidime	R	Broth dilution		
573.26113	ceftazidime	S	Broth dilution		
573.13886	ceftazidime	R	Broth dilution	>16	mg/L
573.13692	ceftazidime	R	Broth dilution	>16	mg/L
573.33391	ceftazidime	R	Broth dilution		
573.13472	ceftazidime	R	Broth dilution	>16	mg/L
573.13815	ceftazidime	R	Broth dilution	16	mg/L
573.14226	ceftazidime	R	Broth dilution	>16	mg/L
573.66530	ceftazidime	R	MIC	>=64	mg/L
573.15646	ceftazidime	R	Disk diffusion		
573.13162	ceftazidime	R	Broth dilution	>16	mg/L
573.66335	ceftazidime	R	MIC	>=64	mg/L
573.24432	ceftazidime	R	Broth dilution	128	mg/L
573.66452	ceftazidime	R	MIC	>=64	mg/L
573.5795	ceftazidime	R	Broth dilution	16	mg/L
573.26240	ceftazidime	S	Broth dilution		
573.23228	ceftazidime	R	Disk diffusion		
573.13603	ceftazidime	R	Broth dilution	>16	mg/L
573.1721	ceftazidime	R	Disk diffusion	>8	mg/L
573.66279	ceftazidime	R	MIC	16	mg/L
573.5763	ceftazidime	R	Broth dilution	>64	mg/L
573.13502	ceftazidime	R	Broth dilution	>16	mg/L
573.26219	ceftazidime	S	Broth dilution		
573.26181	ceftazidime	S	Broth dilution		
573.14282	ceftazidime	R	Broth dilution	>16	mg/L
573.26115	ceftazidime	S	Broth dilution		
573.26296	ceftazidime	R	Broth dilution		
573.14372	ceftazidime	R	Broth dilution	16	mg/L
573.13437	ceftazidime	R	Broth dilution	>16	mg/L
573.12982	ceftazidime	R	Broth dilution	16	mg/L
573.56109	ceftazidime	R	MIC	>16	mg/L
573.24311	ceftazidime	R	Broth dilution	64	mg/L
573.23201	ceftazidime	R	Disk diffusion		
573.66564	ceftazidime	R	MIC	32	mg/L
573.13319	ceftazidime	R	Broth dilution	16	mg/L
573.66333	ceftazidime	R	MIC	>=64	mg/L
573.66239	ceftazidime	R	MIC	>=64	mg/L
573.14060	ceftazidime	R	Broth dilution	>16	mg/L
573.31080	ceftazidime	R	Disk diffusion		
573.24396	ceftazidime	R	Broth dilution	128	mg/L
573.13302	ceftazidime	R	Broth dilution	>16	mg/L
573.24294	ceftazidime	R	Broth dilution	64	mg/L
573.13025	ceftazidime	R	Broth dilution	>16	mg/L
573.49996	ceftazidime	R	MIC	>16	mg/L
573.23213	ceftazidime	R	Disk diffusion		
573.14274	ceftazidime	R	Broth dilution	>16	mg/L
573.13331	ceftazidime	R	Broth dilution	>16	mg/L
573.13170	ceftazidime	R	Broth dilution	16	mg/L
573.13508	ceftazidime	S	Broth dilution	4	mg/L
573.13504	ceftazidime	R	Broth dilution	>16	mg/L
573.15691	ceftazidime	R	Disk diffusion		
573.66517	ceftazidime	R	MIC	>=64	mg/L
573.13376	ceftazidime	R	Broth dilution	>16	mg/L
573.14523	ceftazidime	R	Broth dilution	>16	mg/L
573.66343	ceftazidime	R	MIC	>=64	mg/L
573.13970	ceftazidime	R	Broth dilution	>16	mg/L
573.66553	ceftazidime	R	MIC	>=64	mg/L
573.13738	ceftazidime	R	Broth dilution	16	mg/L
573.31073	ceftazidime	S	Disk diffusion		
573.14327	ceftazidime	R	Broth dilution	16	mg/L
573.13045	ceftazidime	R	Broth dilution	>16	mg/L
573.13600	ceftazidime	R	Broth dilution	>16	mg/L
573.46870	ceftazidime	R	Broth dilution	>64	mg/L
573.13864	ceftazidime	R	Broth dilution	>16	mg/L
573.13192	ceftazidime	R	Broth dilution	>16	mg/L
573.14331	ceftazidime	R	Broth dilution	>16	mg/L
573.14184	ceftazidime	R	Broth dilution	>16	mg/L
573.26288	ceftazidime	R	Broth dilution		
573.13393	ceftazidime	R	Broth dilution	>16	mg/L
573.5711	ceftazidime	R	Broth dilution	16	mg/L
573.13422	ceftazidime	R	Broth dilution	>16	mg/L
573.33409	ceftazidime	R	Broth dilution		
573.23208	ceftazidime	S	Disk diffusion		
573.13843	ceftazidime	R	Broth dilution	>16	mg/L
573.66483	ceftazidime	R	MIC	32	mg/L
573.66464	ceftazidime	R	MIC	>=64	mg/L
573.13650	ceftazidime	R	Broth dilution	>16	mg/L
573.13324	ceftazidime	R	Broth dilution	>16	mg/L
573.33410	ceftazidime	R	Broth dilution		
573.66255	ceftazidime	R	MIC	>=64	mg/L
573.14330	ceftazidime	R	Broth dilution	>16	mg/L
573.13138	ceftazidime	R	Broth dilution	>16	mg/L
573.14233	ceftazidime	R	Broth dilution	>16	mg/L
573.24412	ceftazidime	R	Broth dilution	128	mg/L
573.13765	ceftazidime	R	Broth dilution	>16	mg/L
573.26269	ceftazidime	S	Broth dilution		
573.14103	ceftazidime	R	Broth dilution	>16	mg/L
573.34234	ceftazidime	S	Broth dilution		
573.50585	ceftazidime	R	MIC	>=64	mg/L
573.66416	ceftazidime	R	MIC	>=64	mg/L
573.13476	ceftazidime	S	Broth dilution	1	mg/L
573.12980	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.24411	ceftazidime	R	Broth dilution	128	mg/L
573.15516	ceftazidime	S	Broth dilution		
573.13852	ceftazidime	R	Broth dilution	>16	mg/L
573.13141	ceftazidime	S	Broth dilution	1	mg/L
573.15679	ceftazidime	R	Disk diffusion		
573.14156	ceftazidime	R	Broth dilution	>16	mg/L
573.14515	ceftazidime	R	Broth dilution	>16	mg/L
573.13711	ceftazidime	R	Broth dilution	>16	mg/L
573.13206	ceftazidime	R	Broth dilution	>16	mg/L
573.14341	ceftazidime	R	Broth dilution	>16	mg/L
573.13936	ceftazidime	S	Broth dilution	4	mg/L
573.15360	ceftazidime	S	Broth dilution		
573.15607	ceftazidime	S	Broth dilution		
573.26274	ceftazidime	S	Broth dilution		
573.14238	ceftazidime	R	Broth dilution	>16	mg/L
573.1733	ceftazidime	R	Disk diffusion	>8	mg/L
573.13700	ceftazidime	R	Broth dilution	>16	mg/L
573.15370	ceftazidime	R	Broth dilution		
573.33408	ceftazidime	R	Broth dilution		
573.14477	ceftazidime	R	Broth dilution	>16	mg/L
573.14125	ceftazidime	R	Broth dilution	>16	mg/L
573.26186	ceftazidime	S	Broth dilution		
573.66524	ceftazidime	R	MIC	>=64	mg/L
573.15364	ceftazidime	R	Broth dilution		
573.14396	ceftazidime	R	Broth dilution	>16	mg/L
573.14094	ceftazidime	R	Broth dilution	>16	mg/L
573.15519	ceftazidime	R	Broth dilution		
573.15585	ceftazidime	S	Broth dilution		
573.66237	ceftazidime	R	MIC	>=64	mg/L
573.66544	ceftazidime	R	MIC	>=64	mg/L
573.66347	ceftazidime	R	MIC	>=64	mg/L
573.13882	ceftazidime	R	Broth dilution	16	mg/L
573.13038	ceftazidime	R	Broth dilution	16	mg/L
573.13529	ceftazidime	R	Broth dilution	>16	mg/L
573.13444	ceftazidime	R	Broth dilution	>16	mg/L
573.26189	ceftazidime	S	Broth dilution		
573.26313	ceftazidime	S	Broth dilution		
573.15374	ceftazidime	R	Broth dilution		
573.26297	ceftazidime	R	Broth dilution		
573.13011	ceftazidime	R	Broth dilution	>16	mg/L
573.13775	ceftazidime	R	Broth dilution	>16	mg/L
573.15624	ceftazidime	R	Broth dilution		
573.14510	ceftazidime	R	Broth dilution	>16	mg/L
573.15638	ceftazidime	R	Disk diffusion		
573.15596	ceftazidime	S	Broth dilution		
573.13796	ceftazidime	R	Broth dilution	>16	mg/L
573.15605	ceftazidime	S	Broth dilution		
573.13994	ceftazidime	R	Broth dilution	>16	mg/L
573.13193	ceftazidime	R	Broth dilution	>16	mg/L
573.14198	ceftazidime	S	Broth dilution	2	mg/L
573.24426	ceftazidime	R	Broth dilution	128	mg/L
573.14123	ceftazidime	R	Broth dilution	>16	mg/L
573.13500	ceftazidime	R	Broth dilution	>16	mg/L
573.13528	ceftazidime	R	Broth dilution	>16	mg/L
573.13657	ceftazidime	R	Broth dilution	>16	mg/L
573.66392	ceftazidime	R	MIC	>=64	mg/L
573.14286	ceftazidime	R	Broth dilution	>16	mg/L
573.13668	ceftazidime	R	Broth dilution	>16	mg/L
573.5717	ceftazidime	R	Broth dilution	16	mg/L
573.14062	ceftazidime	R	Broth dilution	>16	mg/L
573.14454	ceftazidime	S	Broth dilution	1	mg/L
573.66534	ceftazidime	R	MIC	>=64	mg/L
573.24429	ceftazidime	R	Broth dilution	128	mg/L
573.13978	ceftazidime	R	Broth dilution	>16	mg/L
573.14353	ceftazidime	R	Broth dilution	>16	mg/L
573.13218	ceftazidime	R	Broth dilution	>16	mg/L
573.12925	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.13764	ceftazidime	R	Broth dilution	>16	mg/L
573.15626	ceftazidime	R	Broth dilution		
573.66288	ceftazidime	R	MIC	>=64	mg/L
573.15618	ceftazidime	R	Broth dilution		
573.15705	ceftazidime	R	Disk diffusion		
573.14493	ceftazidime	S	Broth dilution	4	mg/L
573.26142	ceftazidime	S	Broth dilution		
573.14114	ceftazidime	R	Broth dilution	>16	mg/L
573.66254	ceftazidime	R	MIC	>=64	mg/L
573.13623	ceftazidime	R	Broth dilution	>16	mg/L
573.14365	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.14345	ceftazidime	R	Broth dilution	>16	mg/L
573.15706	ceftazidime	R	Disk diffusion		
573.12913	ceftazidime	R	Broth dilution	>16	mg/L
573.66476	ceftazidime	R	MIC	32	mg/L
573.5678	ceftazidime	R	Broth dilution	>=64	mg/L
573.26109	ceftazidime	S	Broth dilution		
573.13979	ceftazidime	R	Broth dilution	>16	mg/L
573.33418	ceftazidime	R	Broth dilution		
573.5799	ceftazidime	R	Broth dilution	>=64	mg/L
573.13176	ceftazidime	R	Broth dilution	>16	mg/L
573.14456	ceftazidime	R	Broth dilution	>16	mg/L
573.31081	ceftazidime	S	Disk diffusion		
573.13727	ceftazidime	R	Broth dilution	>16	mg/L
573.14469	ceftazidime	R	Broth dilution	>16	mg/L
573.46116	ceftazidime	S	Broth dilution		
573.26225	ceftazidime	S	Broth dilution		
573.26136	ceftazidime	S	Broth dilution		
573.23211	ceftazidime	R	Disk diffusion		
573.13021	ceftazidime	R	Broth dilution	>16	mg/L
573.14340	ceftazidime	R	Broth dilution	>16	mg/L
573.66410	ceftazidime	R	MIC	>=64	mg/L
573.14512	ceftazidime	R	Broth dilution	>16	mg/L
573.14300	ceftazidime	R	Broth dilution	>16	mg/L
573.66493	ceftazidime	R	MIC	>=64	mg/L
573.66504	ceftazidime	R	MIC	>=64	mg/L
573.13871	ceftazidime	R	Broth dilution	>16	mg/L
573.13986	ceftazidime	R	Broth dilution	>16	mg/L
573.24347	ceftazidime	R	Broth dilution	128	mg/L
573.13560	ceftazidime	R	Broth dilution	>16	mg/L
573.13907	ceftazidime	R	Broth dilution	>16	mg/L
573.14020	ceftazidime	R	Broth dilution	>16	mg/L
573.13203	ceftazidime	R	Broth dilution	>16	mg/L
573.13647	ceftazidime	R	Broth dilution	>16	mg/L
573.13916	ceftazidime	R	Broth dilution	>16	mg/L
573.13856	ceftazidime	R	Broth dilution	>16	mg/L
573.14360	ceftazidime	R	Broth dilution	>16	mg/L
573.66282	ceftazidime	R	MIC	>=64	mg/L
573.66215	ceftazidime	R	MIC	>=64	mg/L
573.13205	ceftazidime	R	Broth dilution	>16	mg/L
573.13370	ceftazidime	R	Broth dilution	>16	mg/L
573.13458	ceftazidime	R	Broth dilution	>16	mg/L
573.66238	ceftazidime	R	MIC	>=64	mg/L
573.13792	ceftazidime	R	Broth dilution	16	mg/L
573.24422	ceftazidime	R	Broth dilution	128	mg/L
573.13151	ceftazidime	R	Broth dilution	>16	mg/L
573.13330	ceftazidime	R	Broth dilution	>16	mg/L
573.12964	ceftazidime	R	Broth dilution	>16	mg/L
573.13063	ceftazidime	R	Broth dilution	>16	mg/L
573.7027	ceftazidime	R	Broth dilution	>128	mg/L
573.24341	ceftazidime	R	Broth dilution	128	mg/L
573.5807	ceftazidime	R	Broth dilution	>=64	mg/L
573.66270	ceftazidime	S	MIC	0.5	mg/L
573.14431	ceftazidime	R	Broth dilution	16	mg/L
573.13299	ceftazidime	R	Broth dilution	>16	mg/L
573.13808	ceftazidime	R	Broth dilution	>16	mg/L
573.12956	ceftazidime	R	Broth dilution	>16	mg/L
573.14417	ceftazidime	R	Broth dilution	>16	mg/L
573.15684	ceftazidime	R	Disk diffusion		
573.13881	ceftazidime	R	Broth dilution	>16	mg/L
573.15692	ceftazidime	R	Disk diffusion		
573.5796	ceftazidime	R	Broth dilution	>=64	mg/L
573.13431	ceftazidime	R	Broth dilution	>16	mg/L
573.26246	ceftazidime	S	Broth dilution		
573.14401	ceftazidime	R	Broth dilution	>16	mg/L
573.13255	ceftazidime	R	Broth dilution	>16	mg/L
573.13000	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.13110	ceftazidime	R	Broth dilution	>16	mg/L
573.26284	ceftazidime	S	Broth dilution		
573.14430	ceftazidime	R	Broth dilution	>16	mg/L
573.66431	ceftazidime	R	MIC	>=64	mg/L
573.14518	ceftazidime	R	Broth dilution	>16	mg/L
573.13116	ceftazidime	R	Broth dilution	>16	mg/L
573.14218	ceftazidime	R	Broth dilution	>16	mg/L
573.5777	ceftazidime	R	Broth dilution	>64	mg/L
573.13225	ceftazidime	R	Broth dilution	>16	mg/L
573.12782	ceftazidime	R	Broth dilution	>128	mg/L
573.31074	ceftazidime	R	Disk diffusion		
573.13395	ceftazidime	R	Broth dilution	>16	mg/L
573.66394	ceftazidime	R	MIC	>=64	mg/L
573.13558	ceftazidime	R	Broth dilution	>16	mg/L
573.24409	ceftazidime	R	Broth dilution	128	mg/L
573.26164	ceftazidime	S	Broth dilution		
573.15376	ceftazidime	R	Broth dilution		
573.15562	ceftazidime	S	Broth dilution		
573.24330	ceftazidime	R	Broth dilution	128	mg/L
573.14232	ceftazidime	R	Broth dilution	>16	mg/L
573.15655	ceftazidime	R	Disk diffusion		
573.13033	ceftazidime	R	Broth dilution	>16	mg/L
573.13224	ceftazidime	R	Broth dilution	>16	mg/L
573.66293	ceftazidime	R	MIC	>=64	mg/L
573.15627	ceftazidime	S	Broth dilution		
573.14124	ceftazidime	R	Broth dilution	>16	mg/L
573.13846	ceftazidime	R	Broth dilution	>16	mg/L
573.14018	ceftazidime	R	Broth dilution	>16	mg/L
573.66565	ceftazidime	R	MIC	>=64	mg/L
573.15612	ceftazidime	S	Broth dilution		
573.15617	ceftazidime	S	Broth dilution		
573.14346	ceftazidime	R	Broth dilution	>16	mg/L
573.46064	ceftazidime	R	Broth dilution		
573.13579	ceftazidime	R	Broth dilution	>16	mg/L
573.66304	ceftazidime	R	MIC	>=64	mg/L
573.14208	ceftazidime	R	Broth dilution	>16	mg/L
573.66338	ceftazidime	R	MIC	>=64	mg/L
573.24388	ceftazidime	R	Broth dilution	128	mg/L
573.34284	ceftazidime	S	Broth dilution		
573.14161	ceftazidime	R	Broth dilution	>16	mg/L
573.13031	ceftazidime	R	Broth dilution	>16	mg/L
573.13885	ceftazidime	R	Broth dilution	>16	mg/L
573.14284	ceftazidime	R	Broth dilution	>16	mg/L
573.66451	ceftazidime	R	MIC	>=64	mg/L
573.24398	ceftazidime	R	Broth dilution	128	mg/L
573.14424	ceftazidime	R	Broth dilution	16	mg/L
573.13964	ceftazidime	R	Broth dilution	>16	mg/L
573.13818	ceftazidime	R	Broth dilution	>16	mg/L
573.13174	ceftazidime	R	Broth dilution	>16	mg/L
573.34262	ceftazidime	S	Broth dilution		
573.13604	ceftazidime	R	Broth dilution	>16	mg/L
573.13804	ceftazidime	R	Broth dilution	>16	mg/L
573.26192	ceftazidime	S	Broth dilution		
573.14279	ceftazidime	R	Broth dilution	>16	mg/L
573.14525	ceftazidime	R	Broth dilution	>16	mg/L
573.15595	ceftazidime	R	Broth dilution		
573.14009	ceftazidime	R	Broth dilution	>16	mg/L
573.24295	ceftazidime	R	Broth dilution	32	mg/L
573.34239	ceftazidime	R	Broth dilution		
573.15732	ceftazidime	R	Disk diffusion		
573.24362	ceftazidime	R	Broth dilution	128	mg/L
573.13735	ceftazidime	R	Broth dilution	>16	mg/L
573.12780	ceftazidime	R	Broth dilution	>128	mg/L
573.12908	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.24285	ceftazidime	S	Broth dilution	4	mg/L
573.13641	ceftazidime	R	Broth dilution	16	mg/L
573.13107	ceftazidime	R	Broth dilution	>16	mg/L
573.12910	ceftazidime	R	Broth dilution	16	mg/L
573.26124	ceftazidime	S	Broth dilution		
573.24393	ceftazidime	R	Broth dilution	128	mg/L
573.24433	ceftazidime	R	Broth dilution	128	mg/L
573.26127	ceftazidime	S	Broth dilution		
573.13090	ceftazidime	R	Broth dilution	>16	mg/L
573.13531	ceftazidime	R	Broth dilution	>16	mg/L
573.26280	ceftazidime	R	Broth dilution		
573.13539	ceftazidime	R	Broth dilution	>16	mg/L
573.13103	ceftazidime	S	Broth dilution	1	mg/L
573.14325	ceftazidime	R	Broth dilution	>16	mg/L
573.14433	ceftazidime	R	Broth dilution	>16	mg/L
573.13403	ceftazidime	R	Broth dilution	>16	mg/L
573.14050	ceftazidime	R	Broth dilution	>16	mg/L
573.13798	ceftazidime	R	Broth dilution	>16	mg/L
573.5779	ceftazidime	R	Broth dilution	>=64	mg/L
573.24289	ceftazidime	R	Broth dilution	64	mg/L
573.13066	ceftazidime	R	Broth dilution	>16	mg/L
573.12961	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.13513	ceftazidime	R	Broth dilution	>16	mg/L
573.13267	ceftazidime	R	Broth dilution	>16	mg/L
573.14441	ceftazidime	R	Broth dilution	>16	mg/L
573.14526	ceftazidime	R	Broth dilution	>16	mg/L
573.14543	ceftazidime	R	Broth dilution	16	mg/L
573.26077	ceftazidime	S	Broth dilution		
573.13501	ceftazidime	R	Broth dilution	>16	mg/L
573.46863	ceftazidime	R	Broth dilution	>64	mg/L
573.5809	ceftazidime	R	Broth dilution	16	mg/L
573.14119	ceftazidime	R	Broth dilution	>16	mg/L
573.26316	ceftazidime	S	Broth dilution		
573.26306	ceftazidime	S	Broth dilution		
573.46074	ceftazidime	R	Broth dilution		
573.14148	ceftazidime	R	Broth dilution	>16	mg/L
573.24390	ceftazidime	R	Broth dilution	128	mg/L
573.18093	ceftazidime	R	Broth dilution	>128	mg/L
573.15725	ceftazidime	S	Disk diffusion		
573.7025	ceftazidime	R	Broth dilution	>128	mg/L
573.66428	ceftazidime	S	MIC	0.5	mg/L
573.66348	ceftazidime	R	MIC	16	mg/L
573.17908	ceftazidime	R	Broth dilution	>128	mg/L
573.46120	ceftazidime	S	Broth dilution		
573.13419	ceftazidime	R	Broth dilution	>16	mg/L
573.14174	ceftazidime	R	Broth dilution	>16	mg/L
573.26226	ceftazidime	S	Broth dilution		
573.24359	ceftazidime	R	Broth dilution	128	mg/L
573.13164	ceftazidime	R	Broth dilution	>16	mg/L
573.24290	ceftazidime	R	Disk diffusion	6	mm
573.24453	ceftazidime	R	Broth dilution	128	mg/L
573.14092	ceftazidime	R	Broth dilution	>16	mg/L
573.23206	ceftazidime	R	Disk diffusion		
573.66436	ceftazidime	R	MIC	32	mg/L
573.14546	ceftazidime	R	Broth dilution	>16	mg/L
573.15534	ceftazidime	S	Broth dilution		
573.13146	ceftazidime	R	Broth dilution	>16	mg/L
573.13143	ceftazidime	R	Broth dilution	>16	mg/L
573.46108	ceftazidime	S	Broth dilution		
573.13752	ceftazidime	R	Broth dilution	16	mg/L
573.46098	ceftazidime	S	Broth dilution		
573.24326	ceftazidime	R	Broth dilution	128	mg/L
573.33407	ceftazidime	R	Broth dilution		
573.14499	ceftazidime	R	Broth dilution	>16	mg/L
573.13688	ceftazidime	R	Broth dilution	>16	mg/L
573.14105	ceftazidime	R	Broth dilution	>16	mg/L
573.66337	ceftazidime	R	MIC	>=64	mg/L
573.14387	ceftazidime	S	Broth dilution	1	mg/L
573.13023	ceftazidime	R	Broth dilution	>16	mg/L
573.46862	ceftazidime	R	Broth dilution	>64	mg/L
573.14513	ceftazidime	R	Broth dilution	>16	mg/L
573.14032	ceftazidime	R	Broth dilution	>16	mg/L
573.46080	ceftazidime	S	Broth dilution		
573.24264	ceftazidime	R	Broth dilution	64	mg/L
573.26271	ceftazidime	S	Broth dilution		
573.13760	ceftazidime	R	Broth dilution	>16	mg/L
573.14130	ceftazidime	R	Broth dilution	>16	mg/L
573.14077	ceftazidime	R	Broth dilution	>16	mg/L
573.46858	ceftazidime	R	Broth dilution	>64	mg/L
573.14363	ceftazidime	R	Broth dilution	16	mg/L
573.14255	ceftazidime	R	Broth dilution	>16	mg/L
573.46067	ceftazidime	R	Broth dilution		
573.66311	ceftazidime	R	MIC	>=64	mg/L
573.13784	ceftazidime	R	Broth dilution	>16	mg/L
573.26154	ceftazidime	S	Broth dilution		
573.46081	ceftazidime	S	Broth dilution		
573.13006	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.66486	ceftazidime	R	MIC	>=64	mg/L
573.24332	ceftazidime	R	Broth dilution	64	mg/L
573.14466	ceftazidime	R	Broth dilution	>16	mg/L
573.13783	ceftazidime	R	Broth dilution	>16	mg/L
573.66267	ceftazidime	R	MIC	>=64	mg/L
573.14207	ceftazidime	R	Broth dilution	>16	mg/L
573.24405	ceftazidime	R	Broth dilution	128	mg/L
573.12887	ceftazidime	R	Broth dilution	>16	mg/L
573.14404	ceftazidime	R	Broth dilution	>16	mg/L
573.24445	ceftazidime	R	Broth dilution	128	mg/L
573.13801	ceftazidime	R	Broth dilution	16	mg/L
573.14457	ceftazidime	R	Broth dilution	>16	mg/L
573.24343	ceftazidime	R	Broth dilution	128	mg/L
573.15515	ceftazidime	S	Broth dilution		
573.5818	ceftazidime	R	Broth dilution	16	mg/L
573.13922	ceftazidime	R	Broth dilution	>16	mg/L
573.18472	ceftazidime	R	Broth dilution	==16	mg/L
573.15567	ceftazidime	S	Broth dilution		
573.26212	ceftazidime	S	Broth dilution		
573.13240	ceftazidime	R	Broth dilution	>16	mg/L
573.66330	ceftazidime	R	MIC	>=64	mg/L
573.14192	ceftazidime	R	Broth dilution	>16	mg/L
573.66552	ceftazidime	R	MIC	>=64	mg/L
573.12957	ceftazidime	R	Broth dilution	>16	mg/L
573.7029	ceftazidime	R	Broth dilution	>128	mg/L
573.13426	ceftazidime	R	Broth dilution	>16	mg/L
573.12995	ceftazidime	S	Broth dilution	<=0.5	mg/L
573.14047	ceftazidime	R	Broth dilution	>16	mg/L
573.5806	ceftazidime	R	Broth dilution	16	mg/L
573.14440	ceftazidime	R	Broth dilution	>16	mg/L
573.13607	ceftazidime	R	Broth dilution	>16	mg/L
573.12963	ceftazidime	R	Broth dilution	16	mg/L
573.66342	ceftazidime	R	MIC	16	mg/L
573.13367	ceftazidime	R	Broth dilution	>16	mg/L
